id,label,tweet,,
225,none,I so wanna go to a hecken bar for a drink... but ya know Ms Bitch COVID19 had to show her ass... ,,
226,offensive,"@drdavidsamadi @realDonaldTrump He does, but you fucktards don’t listen then spread fake shit. Now all yalls little states that didn’t wanna listen are going crazy with covid! Put on your mask n wear your ovaries on the outside n be a man. Your just trumps bitch n no one cares bout u ",,
227,none,"What is this bullshit? I mean, I'm not really surprised, but c'mon we should be better than this need I remind everyone WE ARE IN THE MIDDLE OF A PANDEMIC! ",,
228,none,its 2020 and we dont have a cure for a stomach virus??? fuck yall😭 ,,
229,offensive,@jimrichMAGA @howmuchismuch Yeah let's just make a myth(for literally no reason) and put half the world in lockdown because that sounds fun You're an idiot mate and I can easily guess you're an american ,,
230,offensive,"@PeteButtigieg You guys are not stupid, YOU GUYS ARE STUPID &amp; DUMB COMBINED !!!! Here's why: You guys created: 1. Al Qaidas which led to 911 incident. 2. Powerful, evil communist China which led to invasion of Vietnam+ Philippines sea. Stole our patents &amp; now The Wuhanvirus ",,
231,none,"@LynaPcTN But we have to admit our gov(south east asian) , still better than usa.. See the idiots Donald trump how he handle the virus at his country.. ",,
232,none,"@TomiLahren Its our duty as Americans to take care of each other and our country, we are in a pandemic, there are other countries already back to normal cause they dont have ignorant idiots who use their platforms for idiocy of this magnitude. Please, grow up and educate yourself. ",,
233,none,@liamgallagher COVID 19 a load a shite ,,
234,none,Who gives a fuck about what megyn kelly says! She’s racist!!!! ,,
235,offensive,"@kaitlancollins So Trump spent months discrediting Dr. Fauci, then alters his words to support Trump? Trump’s such an ass. ",,
236,none,@CHAMPlONSHlPS fuck halloween we in a pandemic ,,
237,none,"Covid-19, rabies, probably Ebola...yeah, fuck bats. ",,
238,offensive,@RXqueen19 Go take some pics of your fishy pussy and get ready for your vaccine demon fresh outbthe bathwater heathen whore . U are MOLD. ,,
239,none,bro if you are THAT scared of the virus stay the hell home and don’t get shitty with servers/retail/sales/clerks because YOU are scared. fuckin karens. ,,
240,none,"@sxdoc @realDonaldTrump K dumby, he def did say the the CoronaVirus, it's the democrats new hoax. That to me says that he called the CoronaVirus a hoax mr. dumb dumb. ",,
241,hate,All the boomers have to go. I’m so sick of them fucking up this country ,,
242,none,Got my eyebrows threaded and the lady started laughing her ass off... I forgot I wore my dick mask 😂😂😂 ,,
243,offensive,@RealDLHughley @drdrew this dumbass quack said covid is a hoax and fake news. wake the fuck up DL! ,,
244,none,FYI 🐫a 2 cases of Ebola is not a pandemic...dumbass ,,
245,none,"AND THE FUCKING NACHOS IS THE PARTY PACK, DURING A PANDEMIC ",,
246,none,@hrrysgreysuit @shanermurph He is following his own rules. You do not need to wear a mask while sitting at your table. Further more just because you’re an elected official doesn’t mean you can act like an asshole when someone is eating dinner with their family. These people are morons. ,,
247,none,I swear gyms are the biggest scum bags when it comes to cancelling a membership. Pandemic aside they make you go through hell to cancel even in regular times. Fuck gyms ,,
248,none,"Well no, Marian, it’s actually because there’s a global pandemic which has kept people at home having to eat their own shitty butties ",,
249,none,@StephenNolan Omg the brainwashing is complete. Complete lack of critical thinking skills. Stop watching the news you fking morons. There is no pandemic. It's a scam. There is no excess mortality. ,,
250,none,Started hearing planes again. Safe to say it’s fuck covid fr now ,,
251,offensive,"@epdevilla You're a coward, your useless i hope you get sued out your ass and fired. All of you right now your disgusting killing people and business for a virus with a 99.7% survival rate. You have been shown lockdowns don't work nor masks yet you continue your bs. Gfy ",,
252,none,Like I think the whole mask thing is fucking retarded but have some fucking respect for others and wear the fucking thing ,,
253,none,News reporters are idiots for going to China to report the outbreak then coming back to the United States like are you serious?! ,,
254,none,"Covid panic enforcers, fuck off, you lot are the problem having a go at people not following draconian rules that never needed to be introduced, sit down and think before you open your mouth. This virus is a load of shit give yourself a slap an be more stoic. ",,
255,none,🤝🏾Next week I'm joining you people because fuck corona ,,
256,offensive,"@realDonaldTrump You're a pathetic worthless joke, and a TRUMPVIRUS infected GLOBAL LAUGHINGSTOCK. You are literally the poster child for FAILURE. Your fake polls and bigly lies fool NO ONE. How does it feel to be ""VIRTUALLY NOBODY""? ",,
257,offensive,"just walked in a store to witness this bitch ass caren walking around with a sheer mask, how can people be that dumb, we're literally a high risk area I hate everyone ",,
258,offensive,CNN's Chris Cuomo caught 'hobnobbing without a mask' after pushing masks on air: report What an asshole. Him and his whole family including ⁦@NYGovCuomo⁩ and throw in marios bones. F the lot of them who agrees RT ⁦@JuddApatow⁩ ⁦@AP⁩ ,,
259,none,@hannahm4192 @csilly_ Wow. You’re an ignorant little snowflake. Did you not see how many people liked this showing they personally know someone who had it? I know several. One of which has DIED. This isn’t a joke. Wear a fucking mask. It has been proven time and time again you can breathe with one on ,,
260,offensive,@WhiteHouse @WHNSC @realDonaldTrump When your cronnies have stopped wiping your ass with praise ... let's hear how well you did on COVID! FAKE NEWS!! ,,
261,offensive,"@kailuvzgyu @Skyline_Horizon @cityboyz209 @carterhambley When did I fucking say anything about the woman you idiot? Also, people can still go on dates. Not my fault you’re too much of a brainwashed pussy to not live your life over a bullshit pandemic. Wake up dude. ",,
262,none,Who is sick of the lying globalist shits? ,,
263,none,Such bullshit the titans fucked me with COVID ,,
264,offensive,@paulabagwell3 @GunReformRyan Says the idiot with a mask on for a photo. Pendeja ,,
265,none,@yasliabia You said fuck covid that shit don’t run nothing😂 ,,
266,none,@TheMorningSpew2 WTH? They got time for this but bitch they are overwhelmed by COVID cases? I call bullshit. ,,
267,none,What's the point of wearing a mask if either your nose or mouth is exposed??? You mean six months after we went on lockdown and wunna STILL don't know how to wear the masks properly??? Bloody fucking hell... ,,
268,none,I watch 3 many niggaz talk shit bout folks n smile up in dey face.. dat fake shit deadlier den Corona 😭 ,,
269,none,"Coronavirus confusion No. 453 To prevent spreading of the disease don't shake hands, touch elbows! Further, to prevent spreading of the disease catch your cough in the crook of your arm ( you know, that bit right next to your fucking elbow!!!) ",,
270,none,@Amy_Siskind @SenKamalaHarris stay far far away from these virus ridden morons ,,
271,none,Why does dumb ass Snapchat work with my mask on but not Face ID @Apple 😒🙄 ,,
272,none,@JoeBiden FireFauci Keeping him isn’t a good selling point. He’s a career loser like yourself. ,,
273,offensive,"@justinamash Witch one was operating under a global pandemic in witch government forced citizens to close their business and not go to work ..... one is not like the other, and besides you scumbags don't deserve the right to take my money ... fuck you ",,
274,none,What ... the ... actual ... fuck?!? This is taking Gaslighting to a whole new level. Jesus tap dancing christ. ,,
275,none,@PattersonNBC @NBCNews Where’s the National Guard!! These ignorant awful humans disrupting this process. This is insane and why are they there. Bunch of complaining whiny hateful people asking questions about wearing a mask. Ridiculous ,,
276,hate,Fuk China ,,
277,none,@RepThomasMassie @All435Reps Those of us with immune disorders don't necessarily get immunity I had Covid twice this year. Idiot. ,,
278,none,@10DowningStreet There's a fourth one: Pure BULLSHIT! Take your mask off and stop the lockdown crap. ,,
279,none,"@Cookiesandberry @fijer8 @danieljadun It is, they will actually kill people worse than America bro, their issue is so bad that they can't just fight that shit alone, until like some better government comes in they are fucked, trying to speak out if you are in China especially Hong Kong means death more than here ",,
280,none,@SullyCNBC Well the Covid is spiking. N a leader having super spreaders who don’t give to shits id anyone gets sick or possibly die. Disgrace anyone vote for a guy who just makes shit up. N spreads crap. ,,
281,none,"as if my little sister has been at uni a week and has covid, what a dickhead ",,
282,offensive,Mark Meadows is a fucking idiot! I wear a mask whatever I go and when I see someone that doesn't I call them out and immediately lose respect for them. @jaketapper ,,
283,none,@KGiscombe @gtconway3d Ivanka: body bags and caskets!!!!!!!!!!!!! Making mega money from covid!!!!!! Fuck em. ,,
284,none,every time I drink it’s always a battle in my mind whether i think I have covid or if I’m just hungover as fuck ,,
285,none,"@RudyGiuliani wow! glad to know you can get the utmost care and attention that individuals that have DIED couldn't get, and BTW kudos to the individual who REFUSED to remove her mask while you were on your bullshit run to MI, the rest are forced into quarantine now, good job Rudy!! Moron ",,
286,offensive,Sowing vaccine concerns while being one of the first in line was always the GOP plan and fuck off if you vote for these monsters. ,,
287,none,@nikas_1511 FUCK CORONA ,,
288,none,"This make believe Santa needs to be hospitalized and not for covid, but given a can of whoop ass. ",,
289,offensive,@realDonaldTrump Somebody sounds jealous. 😂🤣 Guess what though @BarackObama doesn’t have Covid and didn’t put his own family jeopardy. You’re a fucking loser! Go hit some golf balls already. ,,
290,none,"Oh fuck lockdown IS getting to me, I miss school??? ",,
291,none,I’d rather die than be here right now. Fuck this pandemic and fuck this school. ,,
292,none,"@realDonaldTrump 130,000 AMERICAN DEATHS AT A ALL TIME HIGH!!!! AND ITS ALL YOUR FAULT!!! WEAR A FU(KING MASK SO YOUR IDIOT FOLLOWERS DO TOO!!! ",,
